LICENSE_NBR,LIC_STATUS,BUSINESS_NAME,BUSINESS_NAME2,BUILDING,STREET,CITY,STATE,ZIP,SWC_TYPE,SWC_SQ_FT,SWC_TABLES,SWC_CHAIRS,DOHMH,FINAL_X,FINAL_Y,COMMUNITY_DISTRICT,CITY_COUNCIL_DISTRICT,CD_URL,APP_ID,APP_SWC_TYPE,APP_SQ_FT,APP_TABLES,APP_CHAIRS,APP_STATUS,APP_STATUS_DATE,EXPIRATION_DATE,APP_TOO_DATE,SUBMIT_DATE,INTAKE,INTAKE_DD,DPQA,SEND_PACKAGE_DD,CP,CP_DD,CB,CB_DD,HEARING,HEARING_DD,HEARING_PUBLIC,HEARING_PUBLIC_DD,CC,CC_DD,MOO,MOO_DD,ISSUANCE,ISSUANCE_DD
1315977-DCA,Active,RECTOR STREET FOOD ENTERPRISES LTD.,NULL,11,RECTOR ST,NEW YORK,NY,10006,Unenclosed,140,4,8,41098607,980508,197156,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,16657-2017-RSWC,Unenclosed,140,4,8,Application Review Completed,26 May 2017,15 Apr 2019,,25 Apr 2017,Ready For Review,25 Apr 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,26 May 2017
1316170-DCA,Active,MARCO POLO TAKE OUT LLC,NULL,347,COURT ST,BROOKLYN,NY,11231,Unenclosed,99,4,8,41296556,985406,187797,306,39,http://www.brooklyncb6.org/,28007-2017-RSWC,Unenclosed,99,4,8,Application Review Completed,20 Nov 2017,15 Dec 2019,,20 Nov 2017,Ready For Review,20 Nov 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,20 Nov 2017
1316751-DCA,Active,SULLIVAN RESTAURANT LLC,CO.,230,9TH AVE,NEW YORK,NY,10001,Unenclosed,57,6,6,41379196,984250,211330,104,3,http://www.nyc.gov/mcb4,14654-2017-RSWC,Unenclosed,57,6,6,Application Review Completed,24 May 2017,15 Apr 2019,,28 Mar 2017,Ready For Review,28 Mar 2017,Approved,,Proceed,24 May 2017,Review Period Expired,24 May 2017,Waived,24 May 2017,NULL,,Approved,24 May 2017,Approved,24 May 2017,Issued,24 May 2017
1317766-DCA,Active,BROOKLYN HEIGHTS WINE BAR LLC,NULL,50,HENRY ST,BROOKLYN,NY,11201,Unenclosed,138,6,12,41388348,986429,194136,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,26606-2017-RSWC,Unenclosed,138,6,12,Application Review Completed,29 Sep 2017,15 Sep 2019,,15 Sep 2017,Ready For Review,15 Sep 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,29 Sep 2017
1318210-DCA,Active,WATAWA INC.,WATAWA JAPANESE REST,3310,DITMARS BLVD,ASTORIA,NY,11105,Unenclosed,252,10,26,41395934,1009313,221628,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,20143-2016-RSWC,Unenclosed,252,10,26,Application Review Completed,30 May 2017,15 Dec 2018,,15 Nov 2016,Ready For Review,15 Nov 2016,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,15 Nov 2016
1318462-DCA,Active,"VALDOME, INC.",I TRULLI,122,E 27TH ST,NEW YORK,NY,10016,Unenclosed,203,8,18,40511659,988798,209646,105,2,http://www.cb5.org,27776-2015-RSWC,Unenclosed,203,8,18,Application Review Completed,31 May 2017,15 Dec 2017,,02 Nov 2015,Ready For Review,02 Nov 2015,Approved,02 Nov 2015,NULL,,Review Period Expired,23 Dec 2015,Waived,16 Mar 2016,NULL,,Review Period Expired,06 Apr 2016,Approved,31 May 2016,Issued,31 May 2016
1318806-DCA,Active,PGT REST. CORP,SLAINTE,304,BOWERY,NEW YORK,NY,10012,Unenclosed,170,8,16,41012338,986308,203341,102,1,http://www.nyc.gov/manhattancb2,25619-2017-RSWC,Unenclosed,170,8,16,Application Review Completed,15 Aug 2017,15 Sep 2019,,15 Aug 2017,Ready For Review,15 Aug 2017,Approved,,Proceed,15 Aug 2017,Recommend Approval,15 Aug 2017,Waived,15 Aug 2017,NULL,,Approved,15 Aug 2017,Approved,15 Aug 2017,Issued,15 Aug 2017
1319263-DCA,Active,GREENWICH HOTEL RESTAURANT LLC,LOCANDA VERDE,377,GREENWICH ST,NEW YORK,NY,10013,Unenclosed,570,19,38,41410205,981464,201537,101,1,http://www.nyc.gov/html/mancb1/html/home/home.shtml,25896-2017-RSWC,Unenclosed,570,19,38,Application Review Completed,23 Aug 2017,15 Sep 2019,,23 Aug 2017,Ready For Review,23 Aug 2017,Approved,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Issued,23 Aug 2017
1319786-DCA,Active,TAZZINI CORP.,NULL,311,HENRY ST,BROOKLYN,NY,11201,Unenclosed,285,10,26,41106262,985351,191006,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,26408-2017-RSWC,Unenclosed,285,10,26,Application Review Completed,11 Sep 2017,15 Sep 2019,,11 Sep 2017,Ready For Review,11 Sep 2017,Approved,,Proceed,26 Oct 2017,Recommend Approval,26 Oct 2017,Waived,26 Oct 2017,NULL,,Approved,26 Oct 2017,Approved,26 Oct 2017,Issued,11 Sep 2017
1320701-DCA,Active,352 RESTAURANT CORP.,MUSTANG HARRY'S,352,7TH AVE,NEW YORK,NY,10001,Unenclosed,200,6,12,40539007,986236,211921,105,3,http://www.cb5.org,15991-2017-RSWC,Unenclosed,200,6,12,Application Review Completed,16 Aug 2017,15 Apr 2019,,13 Apr 2017,Issued Temp Op Letter,14 Apr 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,16 Aug 2017
1321335-DCA,Active,"LUPE'S EAST L.A. KITCHEN, INC.",NULL,110,AVENUE OF THE AMERICAS,NEW YORK,NY,10013,Small Unenclosed,200,4,16,40386976,982987,202932,102,3,http://www.nyc.gov/manhattancb2,5325-2016-RSWC,Small Unenclosed,200,4,16,Application Review Completed,29 Mar 2016,15 Apr 2018,,28 Mar 2016,Ready For Review,28 Mar 2016,Approved,,Proceed,28 Mar 2016,Review Period Expired,28 Mar 2016,Waived,28 Mar 2016,NULL,,Review Period Expired,28 Mar 2016,Waived,28 Mar 2016,Issued,29 Mar 2016
1323228-DCA,Active,112 RESTAURANT CORP.,BUILDING ON BOND,112,BOND ST,BROOKLYN,NY,11217,Unenclosed,153,6,12,41369267,988309,189263,302,33,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,33346-2015-RSWC,Unenclosed,153,6,12,Pending Review,12 Oct 2017,14 Jan 2018,14 Jan 2018,17 Dec 2015,Ready For Review,17 Dec 2015,Issued Temp Op Letter,22 Dec 2015,Pending Review,17 Dec 2015,Review Period Expired,11 Feb 2016,Pending Review,11 Feb 2016,NULL,,Pending Review,,Pending Review,,Pending Review,
1323280-DCA,Active,"SYLVIA WOODS, INC.",SYLVIA'S RESTAURANT,328,LENOX AVE,NEW YORK,NY,10027,Unenclosed,533,15,38,40841272,999589,233879,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,29447-2017-RSWC,Unenclosed,533,15,38,Pending Review,06 Dec 2017,15 Dec 2017,,06 Dec 2017,Ready For Review,06 Dec 2017,Under Review,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Pending Review,
1323532-DCA,Inactive,NINTH AVE. KITCHEN CORP.,NULL,662,9TH AVE,NEW YORK,NY,10036,Unenclosed,237,8,16,41393715,986860,216521,104,3,http://www.nyc.gov/mcb4,6506-2016-RSWC,Unenclosed,237,8,16,Application Review Completed,06 Apr 2017,15 Dec 2018,,12 Apr 2016,Ready For Review,12 Apr 2016,Approved,,Proceed,12 Apr 2016,Review Period Expired,12 Apr 2016,Waived,12 Apr 2016,NULL,,Approved,12 Apr 2016,Approved,12 Apr 2016,Issued,12 Apr 2016
1323624-DCA,Active,"SHARAKU, INC.",NULL,14,STUYVESANT ST,NEW YORK,NY,10003,Enclosed,254,9,18,40397520,987232,205128,103,2,http://www.nyc.gov/manhattancb3,18501-2017-RSWC,Enclosed,254,9,18,Application Review Completed,26 Oct 2017,15 May 2019,,19 May 2017,Ready For Review,19 May 2017,Approved,,Proceed,26 Oct 2017,Recommend Approval,26 Oct 2017,Waived,26 Oct 2017,NULL,,Approved,26 Oct 2017,Approved,26 Oct 2017,Issued,18 Jul 2017
1325458-DCA,Active,"SPUNTO, INC.",NULL,65,CARMINE ST,NEW YORK,NY,10014,Unenclosed,320,14,28,41381168,982995,205175,102,3,http://www.nyc.gov/manhattancb2,193-2016-RSWC,Unenclosed,320,14,28,Application Review Completed,31 May 2017,15 Dec 2017,,08 Jan 2016,Ready For Review,08 Jan 2016,Approved,08 Mar 2016,NULL,,Recommend Approval,26 Feb 2016,Waived,07 Mar 2016,NULL,,Approved,09 May 2016,Approved,09 May 2016,Issued,09 May 2016
1326142-DCA,Active,68TH ST CAFE INC.,LUCE,2014,BROADWAY,NEW YORK,NY,10023,Unenclosed,285,14,28,41405148,989249,221958,107,6,http://www.nyc.gov/mcb7,19840-2016-RSWC,Unenclosed,285,14,28,Application Review Completed,30 May 2017,15 Dec 2018,,14 Nov 2016,Ready For Review,14 Nov 2016,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,14 Nov 2016
1326701-DCA,Active,ZUCCA TRATTORIA INC.,GALLO NERO,95,7TH AVE S,NEW YORK,NY,10014,Enclosed,309,12,32,41386840,983397,206235,102,3,http://www.nyc.gov/manhattancb2,20964-2017-RSWC,Enclosed,309,12,32,Pending Review,22 Sep 2017,22 Feb 2018,22 Feb 2018,30 Jun 2017,Ready For Review,30 Jun 2017,Issued Temp Op Letter,06 Jul 2017,Pending Review,06 Jul 2017,Pending Review,06 Jul 2017,Pending Review,,NULL,,Pending Review,,Pending Review,,Pending Review,
1327665-DCA,Active,3321 ASTORIA INC.,NULL,3321,31ST AVE,ASTORIA,NY,11106,Unenclosed,363,17,34,41418727,1006032,217446,401,22,http://www.nyc.gov/html/qnscb1/html/home/home.shtml,17098-2017-RSWC,Unenclosed,363,17,34,Application Review Completed,28 Apr 2017,15 Apr 2019,,28 Apr 2017,Ready For Review,28 Apr 2017,Approved,,Proceed,28 Apr 2017,Review Period Expired,28 Apr 2017,Waived,28 Apr 2017,NULL,,Approved,28 Apr 2017,Approved,28 Apr 2017,Issued,28 Apr 2017
1331625-DCA,Active,JEMANYA CORP.,NULL,57,S 5TH ST,BROOKLYN,NY,11211,Unenclosed,168,9,18,41330647,993588,198779,301,33,http://www.nyc.gov/brooklyncb1,16461-2017-RSWC,Unenclosed,168,9,18,Application Review Completed,09 May 2017,15 Apr 2019,,20 Apr 2017,Ready For Review,20 Apr 2017,Approved,,Proceed,09 May 2017,Review Period Expired,09 May 2017,Waived,09 May 2017,NULL,,Approved,09 May 2017,Approved,09 May 2017,Issued,09 May 2017
1334107-DCA,Active,TREL RESTAURANT INC.,ROSIE O'GRADY'S ,800,7TH AVE,NEW YORK,NY,10019,Small Unenclosed,382,7,28,40374711,989125,217118,105,4,http://www.cb5.org,15516-2017-RSWC,Small Unenclosed,382,7,28,Application Review Completed,21 Apr 2017,15 Apr 2019,,06 Apr 2017,Ready For Review,06 Apr 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,21 Apr 2017
1334619-DCA,Active,MADISON GLOBAL LLC,NULL,696,MADISON AVE,NEW YORK,NY,10065,Small Unenclosed,126,3,12,41437526,992561,218273,108,4,http://www.cb8m.com/,26514-2017-RSWC,Small Unenclosed,126,3,12,Application Review Completed,03 Oct 2017,15 Sep 2019,,13 Sep 2017,Ready For Review,13 Sep 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,03 Oct 2017
1336537-DCA,Active,PARISIENNE CAFE INCORPORATED,NULL,2339,ARTHUR AVE,BRONX,NY,10458,Unenclosed,104,4,8,41265836,1015009,250586,206,15,http://www.bronxmall.com/commboards/cd6.html,16018-2017-RSWC,Unenclosed,104,4,8,Application Review Completed,14 Apr 2017,15 Apr 2019,,13 Apr 2017,Ready For Review,13 Apr 2017,Approved,,Proceed,14 Apr 2017,Review Period Expired,14 Apr 2017,Waived,14 Apr 2017,NULL,,Approved,14 Apr 2017,Approved,14 Apr 2017,Issued,14 Apr 2017
1337067-DCA,Active,GARI INTERNATIONAL INC.,GARI,370,COLUMBUS AVE,NEW YORK,NY,10024,Unenclosed,191,11,22,41070415,990805,223879,107,6,http://www.nyc.gov/mcb7,16869-2017-RSWC,Unenclosed,191,11,22,Application Review Completed,26 Apr 2017,15 Apr 2019,,26 Apr 2017,Ready For Review,26 Apr 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,26 Apr 2017
1338890-DCA,Active,TUTTO BENE RESTAURANT INC.,CHELSEA RISTORANTE ITALIANO,108,8TH AVE,NEW YORK,NY,10011,Unenclosed,126,6,12,40512520,983790,209109,104,3,http://www.nyc.gov/mcb4,31764-2015-RSWC,Unenclosed,126,6,12,Application Review Completed,31 May 2017,15 Dec 2017,31 Jul 2016,02 Dec 2015,Ready For Review,02 Dec 2015,Approved,29 Mar 2016,NULL,,Review Period Expired,23 Mar 2016,Waived,29 Mar 2016,NULL,,Approved,10 Jun 2016,Approved,10 Jun 2016,Issued,10 Jun 2016
1338974-DCA,Inactive,ABITINO'S PIZZA 49TH STREET CORP.,NULL,936,2ND AVE,NEW YORK,NY,10022,Enclosed,200,8,16,41292258,992965,214202,106,4,http://cbsix.org,170-2013-RSWC,Enclosed,200,8,16,Application Review Completed,15 Jun 2015,15 May 2017,,15 Jun 2015,NULL,,Approved,,Proceed,14 Apr 2015,Recommend Approval,14 Apr 2015,Recommendation Issued,14 Apr 2015,SWC Public Hearing,,Approved,29 May 2015,Approved,29 May 2015,Issued,15 Jun 2015
1339224-DCA,Active,VINO FIVE GROUP LLC,Vinotapa,201,E 31ST ST,NEW YORK,NY,10016,Unenclosed,253,10,20,41353228,990028,210262,106,2,http://cbsix.org,32654-2015-RSWC,Unenclosed,253,10,20,Application Review Completed,02 Feb 2017,15 Dec 2017,15 Jul 2016,09 Dec 2015,Ready For Review,09 Dec 2015,Approved,01 Feb 2016,Pending Review,09 Dec 2015,Review Period Expired,30 Jan 2016,Waived,01 Feb 2016,NULL,,Approved,02 Feb 2017,Approved,02 Feb 2017,Issued,02 Feb 2017
1339241-DCA,Active,LENWICH 74TH LLC,LENWICH,302,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,181,9,18,41414250,990380,223097,107,6,http://www.nyc.gov/mcb7,14705-2017-RSWC,Unenclosed,181,9,18,Application Review Completed,28 Mar 2017,15 Apr 2019,,28 Mar 2017,Ready For Review,28 Mar 2017,Approved,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Issued,28 Mar 2017
1341044-DCA,Active,"CARABEAN, LLC",GALWAY HOOKER BAR,133,7TH AVE S,NEW YORK,NY,10014,Enclosed,268,8,18,41443815,983661,206898,102,3,http://www.nyc.gov/manhattancb2,18834-2017-RSWC,Enclosed,268,8,18,Pending Review,25 Sep 2017,25 Mar 2018,25 Mar 2018,24 May 2017,Ready For Review,24 May 2017,Issued Temp Op Letter,31 May 2017,Pending Review,31 May 2017,Pending Review,31 May 2017,Pending Review,,NULL,,Pending Review,,Pending Review,,Pending Review,
1341402-DCA,Active,DONIZETTI LLC,5 NAPKIN BURGER,2315,BROADWAY,NEW YORK,NY,10024,Unenclosed,360,12,34,41460077,990362,226016,107,6,http://www.nyc.gov/mcb7,28685-2017-RSWC,Unenclosed,360,12,34,Application Review Completed,29 Nov 2017,15 Dec 2019,,29 Nov 2017,Ready For Review,29 Nov 2017,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,29 Nov 2017
1341925-DCA,Active,D & D THAI RESTAURANT CORP.,LAND THAI KITCHEN,450,AMSTERDAM AVE,NEW YORK,NY,10024,Unenclosed,85,5,11,41083574,990558,225271,107,6,http://www.nyc.gov/mcb7,5439-2016-RSWC,Unenclosed,85,5,11,Application Review Completed,07 Apr 2017,15 Apr 2018,,29 Mar 2016,Ready For Review,29 Mar 2016,Approved,,Proceed,29 Mar 2016,Review Period Expired,29 Mar 2016,Waived,29 Mar 2016,NULL,,Approved,29 Mar 2016,Approved,29 Mar 2016,Issued,29 Mar 2016
1342248-DCA,Inactive,BROOKLYN FOOD AND DRINK LLC,THE VANDERBILT,570,VANDERBILT AVE,BROOKLYN,NY,11238,Unenclosed,479,15,30,41445505,993029,186881,308,35,http://www.brooklyncb8.org/,7283-2017-RSWC,Unenclosed,479,15,30,Application Review Completed,13 Feb 2017,15 Dec 2018,,13 Feb 2017,Ready For Review,13 Feb 2017,Approved,,Proceed,13 Feb 2017,Review Period Expired,13 Feb 2017,Waived,13 Feb 2017,NULL,,Approved,13 Feb 2017,Approved,13 Feb 2017,Issued,13 Feb 2017
1342588-DCA,Active,NEW RESTART INC.,TAORMINA RESTAURANT,145,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,98,8,16,41463532,984902,201225,102,1,http://www.nyc.gov/manhattancb2,29957-2016-RSWC,Unenclosed,98,8,16,Application Review Completed,14 Dec 2016,15 Dec 2018,,13 Dec 2016,Ready For Review,13 Dec 2016,Approved,,Proceed,13 Dec 2016,Review Period Expired,13 Dec 2016,Waived,13 Dec 2016,NULL,,Approved,13 Dec 2016,Approved,13 Dec 2016,Issued,14 Dec 2016
1342712-DCA,Active,"CAFE MOCHA, INC.",NULL,116,2ND AVE,NEW YORK,NY,10003,Unenclosed,230,12,24,41391114,987573,204412,103,2,http://www.nyc.gov/manhattancb3,33235-2016-RSWC,Unenclosed,230,12,24,Application Review Completed,25 Jan 2017,15 Dec 2018,,28 Dec 2016,Ready For Review,28 Dec 2016,Approved,,Proceed,25 Jan 2017,Review Period Expired,25 Jan 2017,Waived,25 Jan 2017,NULL,,Approved,25 Jan 2017,Approved,25 Jan 2017,Issued,25 Jan 2017
1343003-DCA,Inactive,TENZAN NEW YORK CORP.,TENZAN JAPANESE RESTAURANT,285,COLUMBUS AVE,NEW YORK,NY,10023,Unenclosed,350,21,44,41372809,990334,222798,107,6,http://www.nyc.gov/mcb7,12648-2016-RSWC,Unenclosed,350,21,44,Application Review Completed,30 May 2017,15 Sep 2018,20 Oct 2016,20 Sep 2016,Ready For Review,20 Sep 2016,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,20 Sep 2016
1343042-DCA,Inactive,188 AVE A TAKE OUT FOOD CORP.,NULL,188,AVENUE A,NEW YORK,NY,10009,Unenclosed,286,14,28,41375676,989433,204832,103,2,http://www.nyc.gov/manhattancb3,6944-2017-RSWC,Unenclosed,286,14,28,Application Review Completed,10 Feb 2017,15 Dec 2018,,10 Feb 2017,Ready For Review,10 Feb 2017,Approved,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Issued,10 Feb 2017
1343247-DCA,Active,FIG & OLIVE THIRTEEN STREET LLC,NULL,420,W 13TH ST,NEW YORK,NY,10014,Unenclosed,600,17,34,41232504,982323,209003,102,3,http://www.nyc.gov/manhattancb2,6558-2016-RSWC,Unenclosed,600,17,34,Application Review Completed,06 Apr 2017,15 Apr 2018,,13 Apr 2016,Ready For Review,13 Apr 2016,Approved,,Proceed,13 Apr 2016,Recommend Approval,13 Apr 2016,Waived,13 Apr 2016,NULL,,Approved,13 Apr 2016,Approved,13 Apr 2016,Issued,13 Apr 2016
1343516-DCA,Active,CERELI INC.,MOLE,57,JANE ST,NEW YORK,NY,10014,Unenclosed,138,7,16,41465581,982767,208229,102,3,http://www.nyc.gov/manhattancb2,12766-2016-RSWC,Unenclosed,138,7,16,Application Review Completed,10 Jan 2017,15 Sep 2018,22 Oct 2016,22 Sep 2016,Ready For Review,22 Sep 2016,Approved,,Proceed,22 Sep 2016,Recommend Approval,22 Sep 2016,Waived,22 Sep 2016,NULL,,Approved,22 Sep 2016,Approved,22 Sep 2016,Issued,10 Jan 2017
1343750-DCA,Active,"P.J.'S OF LITTLE ITALY, INC.",NULL,138,MULBERRY ST,NEW YORK,NY,10013,Unenclosed,65,5,10,40387086,984926,201051,102,1,http://www.nyc.gov/manhattancb2,19818-2016-RSWC,Unenclosed,65,5,10,Application Review Completed,18 Jan 2017,15 Dec 2018,,14 Nov 2016,Ready For Review,14 Nov 2016,Approved,,Proceed,17 Jan 2017,Review Period Expired,17 Jan 2017,Waived,17 Jan 2017,NULL,,Approved,17 Jan 2017,Approved,17 Jan 2017,Issued,18 Jan 2017
1344043-DCA,Active,A & D WINE CORP.,LA CERVECERIA,65,2ND AVE,NEW YORK,NY,10003,Unenclosed,190,10,22,41466567,987085,203846,103,2,http://www.nyc.gov/manhattancb3,4089-2016-RSWC,Unenclosed,190,10,22,Application Review Completed,18 Mar 2016,15 Sep 2018,,17 Mar 2016,Ready For Review,17 Mar 2016,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,18 Mar 2016
1344146-DCA,Active,OLIO RESTAURANTS LLC,OLIO ,3,GREENWICH AVE,NEW YORK,NY,10014,Unenclosed,449,21,46,41615430,984314,206598,102,3,http://www.nyc.gov/manhattancb2,10951-2016-RSWC,Unenclosed,449,21,46,Application Review Completed,30 May 2017,15 Sep 2018,,22 Aug 2016,Ready For Review,02 Sep 2016,Approved,,Proceed,02 Sep 2016,Recommend Approval,02 Sep 2016,Waived,02 Sep 2016,NULL,,Approved,02 Sep 2016,Approved,02 Sep 2016,Issued,02 Sep 2016
1345353-DCA,Active,HL KOELN CORP.,DER SCHWARZE KOELNER,710,FULTON ST,BROOKLYN,NY,11217,Unenclosed,503,30,66,41435738,991574,189118,302,35,http://www.nyc.gov/html/bkncb2/html/home/home.shtml,17245-2016-RSWC,Unenclosed,503,30,66,Application Review Completed,14 Mar 2017,15 Sep 2018,31 Mar 2017,03 Nov 2016,Ready For Review,03 Nov 2016,Approved,03 Jan 2017,Pending Review,03 Nov 2016,Review Period Expired,24 Dec 2016,Waived,27 Dec 2016,NULL,,Approved,14 Mar 2017,Approved,14 Mar 2017,Issued,14 Mar 2017
1345473-DCA,Active,"TEN JAPANESE CUISINE, CORP.",NULL,440,7TH AVE,BROOKLYN,NY,11215,Unenclosed,140,6,12,41326289,988511,181003,306,39,http://www.brooklyncb6.org/,19093-2016-RSWC,Unenclosed,140,6,12,Application Review Completed,15 Dec 2016,15 Sep 2018,15 Dec 2016,09 Nov 2016,Ready For Review,09 Nov 2016,Approved,,Proceed,13 Jan 2017,Review Period Expired,13 Jan 2017,Waived,13 Jan 2017,NULL,,Approved,13 Jan 2017,Approved,13 Jan 2017,Issued,15 Dec 2016
1345738-DCA,Active,HELL'S KITCHEN CREAM & SUGAR INC.,44 1/2 CAFE,626,10TH AVE,NEW YORK,NY,10036,Unenclosed,153,7,16,41108812,985867,216578,104,3,http://www.nyc.gov/mcb4,28713-2016-RSWC,Unenclosed,153,7,16,Application Review Completed,15 Dec 2016,15 Dec 2018,15 Jan 2017,09 Dec 2016,Ready For Review,09 Dec 2016,Approved,,Pending Review,,Pending Review,,Pending Review,,NULL,,Pending Review,,Pending Review,,Issued,15 Dec 2016
1345744-DCA,Inactive,"WORKHORSE RESTAURANT, INC.",REGIONAL,2607,BROADWAY,NEW YORK,NY,10025,Unenclosed,157,9,18,41096822,992314,229396,107,6,http://www.nyc.gov/mcb7,8099-2017-RSWC,Unenclosed,157,9,18,Application Review Completed,10 May 2017,15 Dec 2018,,17 Feb 2017,Ready For Review,17 Feb 2017,Approved,,Proceed,10 May 2017,Review Period Expired,10 May 2017,Waived,10 May 2017,NULL,,Approved,10 May 2017,Approved,10 May 2017,Issued,10 May 2017
1345747-DCA,Active,"MR BIGGS BAR & GRILL, INC",MR. BIGGS BAR & GRILL,596,10TH AVE,NEW YORK,NY,10036,Unenclosed,472,17,36,41455044,985704,216263,104,3,http://www.nyc.gov/mcb4,7369-2016-RSWC,Unenclosed,472,17,36,Application Review Completed,01 Jun 2017,15 Apr 2018,,27 Apr 2016,Ready For Review,27 Apr 2016,Approved,,Proceed,27 Apr 2016,Recommend Approval,27 Apr 2016,Waived,27 Apr 2016,NULL,,Approved,27 Apr 2016,Approved,27 Apr 2016,Issued,27 Apr 2016
1345817-DCA,Active,BURKINABE ENTERTAINMENT LLC,YATENGA,2269,ADAM CLAYTON POWELL JR BLVD,NEW YORK,NY,10030,Unenclosed,300,10,36,41545370,999687,235919,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,6336-2016-RSWC,Unenclosed,300,10,36,Application Review Completed,07 Apr 2017,15 Apr 2018,,08 Apr 2016,Ready For Review,08 Apr 2016,Approved,,Proceed,08 Apr 2016,Review Period Expired,08 Apr 2016,Waived,08 Apr 2016,NULL,,Approved,08 Apr 2016,Approved,08 Apr 2016,Issued,08 Apr 2016
1345905-DCA,Active,PICANTE INC.,PICANTE MEXICAN RESTAURANT,3424,BROADWAY,NEW YORK,NY,10031,Unenclosed,241,12,25,41054695,997290,238999,109,7,http://www.cb9m.org,7331-2016-RSWC,Unenclosed,241,12,25,Application Review Completed,14 Jun 2017,15 Apr 2018,,27 Apr 2016,Ready For Review,27 Apr 2016,Approved,20 Jun 2016,NULL,,Review Period Expired,17 Jun 2016,Waived,17 Jun 2016,NULL,,Approved,23 Aug 2016,Approved,23 Aug 2016,Issued,23 Aug 2016
1346116-DCA,Active,"TRES DE MEXICO, LLC",MESA COYOACAN,372,GRAHAM AVE,BROOKLYN,NY,11211,Unenclosed,75,4,8,41405205,999662,199967,301,34,http://www.nyc.gov/brooklyncb1,12440-2016-RSWC,Unenclosed,75,4,8,Application Review Completed,17 Sep 2016,15 Sep 2018,,16 Sep 2016,Ready For Review,16 Sep 2016,Approved,,Proceed,16 Sep 2016,Review Period Expired,16 Sep 2016,Waived,16 Sep 2016,NULL,,Approved,16 Sep 2016,Approved,16 Sep 2016,Issued,17 Sep 2016
1346231-DCA,Active,GNSY LLC,PATISSERIE DES AMBASSADES,2200,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,Unenclosed,203,6,15,41448361,996990,232943,110,9,http://www.nyc.gov/html/mancb10/html/home/home.shtml,4638-2016-RSWC,Unenclosed,203,6,15,Application Review Completed,07 Apr 2017,15 Apr 2018,,22 Mar 2016,Ready For Review,22 Mar 2016,Approved,,Proceed,22 Mar 2016,Review Period Expired,22 Mar 2016,Waived,22 Mar 2016,NULL,,Approved,22 Mar 2016,Approved,22 Mar 2016,Issued,22 Mar 2016
1346238-DCA,Active,"HURRICANE STRAUSS, INC.",NULL,246,W 18TH ST,NEW YORK,NY,10011,Unenclosed,92,6,12,41458571,984347,209517,104,3,http://www.nyc.gov/mcb4,22760-2016-RSWC,Unenclosed,92,6,12,Application Review Completed,30 May 2017,15 Dec 2018,,25 Nov 2016,Ready For Review,23 Nov 2016,Approved,,NULL,,NULL,,NULL,,NULL,,NULL,,NULL,,Issued,23 Nov 2016
1346488-DCA,Active,"300 WEST 46TH STREET, CORP",BRASSERIE ATHENEE,300,W 46TH ST,NEW YORK,NY,10036,Unenclosed,105,4,9,40810174,987470,216077,104,3,http://www.nyc.gov/mcb4,14196-2017-RSWC,Unenclosed,105,4,9,Application Review Completed,23 Mar 2017,15 Dec 2018,,23 Mar 2017,Ready For Review,23 Mar 2017,Approved,,Proceed,23 Mar 2017,Review Period Expired,23 Mar 2017,Waived,23 Mar 2017,NULL,,Approved,23 Mar 2017,Approved,23 Mar 2017,Issued,23 Mar 2017
